  4.8797  0.0000  0.0000  3.7639 -3.7639
  0.0000  3.7611  1.0019 -1.1027 -1.1027
  0.0000  1.0019  3.7611  1.1027  1.1027
  3.7639 -1.1027  1.1027  1.5679  1.0431
 -3.7639 -1.1027  1.1027  1.0431  1.5679
